Address,Town,ZipCode,Area,Price,Beds,Baths,Broker,latitude,longitude
1355 Sinclair Street, West Vancouver,V7V 3W3,2725,3280000,4,4,Yvr International Realty,49.3345,-123.1631
1159 Inglewood Avenue, West Vancouver,V7T 1Y4,3550,3599000,6,4,Pacific Evergreen Realty Ltd.,49.3345,-123.1485
924 Viney Road, North Vancouver,V7K 1A7,5177,3888000,7,7,Sutton Group-West Coast Realty (surrey/120),49.3345,-123.0457
565 Inglewood Avenue, West Vancouver,V7T 1X4,5891,3200000,5,5,Amex Broadway West Realty,49.3346,-123.1343
2566 Marine Drive, West Vancouver,V7V 1L4,4587,4498000,5,7,Sutton Group-West Coast Realty,49.3349,-123.1824
2586 Marine Drive, West Vancouver,V7V 1L4,5426,5698000,5,8,Sutton Group-West Coast Realty,49.3349,-123.1824
203 522 15th Street, Vancouver,V7V 0B7,2115,2980000,2,4,Royal Lepage Sussex,49.3355,-123.157
166 28th Street, Vancouver,V7V 4L5,5933,18980000,6,8,Macdonald Realty Westmar,49.3355,-123.1904
2814 Bellevue Avenue, West Vancouver,V7V 1E8,101,9998000,4,2,Rennie & Associates Realty - Jason Soprovich,49.336,-123.1924
221 2651 Library Lane, North Vancouver,V7J 0C1,872,875000,2,2,Sutton Group - 1st West Realty,49.3363,-123.0391
531 Newcroft Place, West Vancouver,V7T 1W9,7726,5680000,5,8,Sutton Group-West Coast Realty,49.3364,-123.13
2437 Kings Avenue, West Vancouver,V7V 2C5,3885,3988000,4,5,RE/MAX Lionel Lorence,49.3365,-123.1796
2457 Kings Avenue, West Vancouver,V7V 2C5,4276,4988000,5,6,Interlink Realty,49.3365,-123.1796
3083 Bewicke Avenue, North Vancouver,V7N 4B7,3021,2799000,4,3,RE/MAX Masters Realty,49.3369,-123.0911
1308 28th Street, West Vancouver,V7V 4X7,3403,3428000,5,4,Sotheby's International Realty Canada,49.337,-123.1904
1315 Lawson Avenue, West Vancouver,V7T 2E6,2043,2789000,3,3,Investave Properties Ltd.,49.3372,-123.154
103 105 W Kings Road, North Vancouver,V7N 2L7,1147,749000,2,2,Royal Lepage Sussex,49.3374,-123.072
2486 Lawson Avenue, West Vancouver,V7V 2E8,2570,3639000,4,3,Oakwyn Realty Ltd.,49.3374,-123.18
2843 Marine Drive, West Vancouver,V7V 1M1,3746,3880000,5,4,Yvr International Realty,49.3375,-123.1926
2680 Lawson Avenue, West Vancouver,V7V 2G2,2800,3998000,4,4,Sutton Group-West Coast Realty,49.3376,-123.1872
2677 Lawson Avenue, West Vancouver,V7V 2G3,3128,3480000,5,2,Royal Lepage Sussex,49.3376,-123.1888
820 Mathers Avenue, West Vancouver,V7T 2G1,2941,3300000,4,2,RE/MAX Masters Realty,49.3378,-123.1397
1449 Mathers Avenue, West Vancouver,V7T 2G5,3441,3680000,5,3,Royal Pacific Riverside Realty Ltd.,49.3381,-123.1567
1777 Mathers Avenue, West Vancouver,V7V 2G6,3110,2950000,3,3,Yvr International Realty,49.3382,-123.1649
1850 Mathers Avenue, West Vancouver,V7V 2G8,5634,5580000,4,5,Lehomes Realty,49.3382,-123.1651
2015 Mathers Avenue, West Vancouver,V7V 2G9,4144,4188000,5,4,RE/MAX Masters Realty,49.3383,-123.1678
1509 24th Street, West Vancouver,V7V 4H5,5230,7780000,6,6,Sutton Group-West Coast Realty,49.3384,-123.179
592 W St. James Road, North Vancouver,V7N 2P7,4249,2799900,5,4,Oakwyn Realty Ltd.,49.3385,-123.0852
3277 Chesterfield Avenue, North Vancouver,V7N 3M8,2487,2198000,5,3,Oakwyn Realty Ltd.,49.3388,-123.0753
4831 Water Lane, West Vancouver,V7W 1K4,7296,7698000,6,7,Royal Lepage Sussex,49.3391,-123.2561
1635 Westover Road, North Vancouver,V7J 1X4,4448,3888000,5,6,RE/MAX Crest Realty,49.3392,-123.032
2505 Nelson Avenue, West Vancouver,V7V 2R5,3852,2898000,7,4,The Partners Real Estate,49.3393,-123.1825
5654 Indian River Drive, North Vancouver,V7G 2T8,3453,3998000,2,3,Rennie & Associates Realty Ltd.,49.3396,-122.9298
1402 30th Street, West Vancouver,V7V 4N8,7283,7468000,7,8,RE/MAX Crest Realty,49.3396,-123.1997
410 Eastcot Road, West Vancouver,V7S 1E2,3353,2499000,2,1,Royal Lepage Westside,49.3399,-123.1265
4386 Erwin Drive, West Vancouver,V7V 1H6,2244,3400000,3,1,Exp Realty,49.34,-123.2388
1530 Ottawa Avenue, West Vancouver,V7V 2S1,3534,4195000,4,5,Virani Real Estate Advisors,49.34,-123.1576
4348 Erwin Drive, West Vancouver,V7V 1H6,3967,4150000,5,6,Yvr International Realty,49.34,-123.2388
4488 Ross Crescent, West Vancouver,V7W 1B2,4022,4500000,4,5,Century 21 In Town Realty,49.34,-123.242
4374 Erwin Drive, West Vancouver,V7V 1H6,5009,3098000,4,5,Sotheby's International Realty Canada,49.34,-123.2388
4382 Ross Crescent, West Vancouver,V7W 1B2,5956,15798000,5,8,Rennie & Associates Realty - Jason Soprovich,49.34,-123.242
2272 Ottawa Avenue, West Vancouver,V7V 2S6,4699,4880000,7,5,Royal Lepage Sussex,49.3401,-123.1747
221 W Osborne Road, North Vancouver,V7N 2R2,4127,2998000,7,6,Stilhavn Real Estate Services,49.3402,-123.0769
1640 Taylor Way, West Vancouver,V7S 1N4,4811,4499999,5,5,RE/MAX Crest Realty,49.3402,-123.1346
1408 31st Street, West Vancouver,V7V 4P5,5782,5800000,5,6,Royal Pacific Realty Corp.,49.3403,-123.2027
2385 Ottawa Avenue, West Vancouver,V7V 2S8,3984,4480000,5,5,Laboutique Realty,49.3404,-123.1787
780 Westcot Place, West Vancouver,V7S 1N9,6055,6880000,6,8,Royal Pacific Realty Corp.,49.3405,-123.1371
3866 Marine Drive, West Vancouver,V7V 1N4,3356,6800000,4,2,RE/MAX Lifestyles Realty,49.3406,-123.2251
1249 Nepal Crescent, West Vancouver,V7T 2H4,2620,3400000,6,3,Royal Lepage Sussex,49.3409,-123.1515
2380 Palmerston Avenue, West Vancouver,V7V 2W1,4389,4880000,5,5,Marine Vista Realty,49.3411,-123.1763
1085 Palmerston Avenue, West Vancouver,V7S 2J4,3543,3980000,5,4,Sutton Group-West Coast Realty,49.3412,-123.1453
4778 Marine Drive, West Vancouver,V7W 2P2,3855,5895000,6,4,RE/MAX Lionel Lorence,49.3412,-123.2496
2205 Palmerston Avenue, West Vancouver,V7V 2V9,4223,5498000,4,5,Royal Pacific Realty Corp.,49.3412,-123.1727
2505 Palmerston Avenue, West Vancouver,V7V 2W4,6588,9378000,6,7,Luxmore Realty,49.3412,-123.1811
3490 Church Street, North Vancouver,V7K 2L4,1790,1200000,2,1,Royal Lepage Sussex,49.3413,-123.035
4580 Marine Drive, West Vancouver,V7W 2N9,6916,11980000,5,7,Luxmore Realty,49.3414,-123.2446
3563 Norwood Avenue, North Vancouver,V7N 3P6,3261,2898000,5,5,Coldwell Banker Prestige Realty,49.3415,-123.0772
2190 Queens Avenue, West Vancouver,V7V 2Y2,4058,6680000,4,6,Sutton Group-West Coast Realty,49.3419,-123.1684
1915 12th Street, West Vancouver,V7S 2T1,3163,3960000,3,3,Sutton Group-West Coast Realty,49.342,-123.1486
3172 Mathers Avenue, West Vancouver,V7V 2K5,6002,7770000,6,7,Royal Pacific Lions Gate Realty Ltd.,49.3421,-123.2032
765 Southborough Drive, West Vancouver,V7S 1N1,3300,2850000,4,3,Sutton Group-West Coast Realty (surrey/120),49.3425,-123.1392
735 Southborough Drive, West Vancouver,V7S 1N1,8431,7998000,6,8,Royal Pacific Realty Corp.,49.3425,-123.1392
4656 Decourcy Court, West Vancouver,V7W 3J5,5957,6560000,5,6,RE/MAX Crest Realty,49.3427,-123.2567
705 Parkside Road, West Vancouver,V7S 1P4,10735,9980000,5,9,Marine Vista Realty,49.3428,-123.1391
1895 Rosebery Avenue, West Vancouver,V7V 2Z5,3252,2988000,5,3,Nu Stream Realty Inc.,49.3428,-123.1611
425 Westholme Road, West Vancouver,V7V 2M9,5882,8500000,6,7,Royal Lepage Sussex,49.3428,-123.2168
1195 Renton Place, West Vancouver,V7S 2K8,6103,7800000,5,8,RE/MAX Masters Realty,49.3428,-123.1482
2353 Orchard Lane, West Vancouver,V7V 4X6,5864,4980000,6,6,Exp Realty,49.343,-123.1735
3255 Mathers Avenue, West Vancouver,V7V 2K6,6760,7988000,5,7,Nu Stream Realty Inc.,49.343,-123.2066
2165 Shafton Place, West Vancouver,V7V 3B2,4603,3880000,5,5,RE/MAX Masters Realty,49.3432,-123.1683
5559 Indian River Drive, North Vancouver,V7G 2T7,5800,4350000,4,5,Keller Williams Realty Vancentral,49.3432,-122.9225
123 E Braemar Road, North Vancouver,V7N 1P7,3491,3599900,5,4,Engel & Volkers Vancouver,49.3433,-123.0717
3727 Sunset Lane, West Vancouver,V7V 0A9,4043,5900000,4,4,Engel & Volkers Vancouver,49.3433,-123.1904
2991 Rosebery Avenue, West Vancouver,V7V 3A8,6590,8499000,6,8,Royal Pacific Realty (kingsway) Ltd.,49.3433,-123.1964
3388 Mathers Avenue, West Vancouver,V7V 2K7,8652,5888000,5,7,Angell,49.3433,-123.2122
340 Moyne Drive, West Vancouver,V7S 1J5,2975,2600000,3,2,Homeland Realty,49.3434,-123.1228
2765 Rosebery Avenue, West Vancouver,V7V 3A3,6619,5480000,5,8,Royal Pacific Lions Gate Realty Ltd.,49.3434,-123.1859
2998 Rosebery Avenue, West Vancouver,V7V 3A7,7830,11580000,6,6,Sutton Group-West Coast Realty,49.3435,-123.1969
640 Glenmaroon Road, West Vancouver,V7S 1P6,11859,19990000,7,11,RE/MAX Crest Realty,49.3437,-123.1329
4940 Meadfeild Road, West Vancouver,V7W 3J8,3412,4970000,3,4,RE/MAX Lionel Lorence,49.3438,-123.2607
960 Beaumont Drive, North Vancouver,V7R 1P6,6877,4888000,8,8,Royal Pacific Realty Corp.,49.3438,-123.0966
4838 Meadfeild Close, West Vancouver,V7W 3H4,3087,2890000,4,3,Macdonald Realty,49.3439,-123.2587
3950 Bayridge Court, West Vancouver,V7V 3K3,6612,4980000,6,7,Engel & Volkers Vancouver,49.3439,-123.2273
4130 Burkehill Place, West Vancouver,V7V 3M7,2356,4698000,4,3,RE/MAX Lionel Lorence,49.3445,-123.2351
1569 Tyrol Court, West Vancouver,V7S 3G5,4300,5660000,4,6,Sutton Group-West Coast Realty,49.3445,-123.1578
4002 Bayridge Avenue, West Vancouver,V7V 3J5,2023,1898000,3,3,Royal Lepage Sussex,49.3446,-123.2275
203 2274 Folkestone Way, West Vancouver,V7S 2X7,1286,1350000,2,2,Royal Lepage Sussex,49.3449,-123.1733
45 2236 Folkestone Way, West Vancouver,V7S 2X7,2517,2889000,3,3,Royal Lepage Sussex,49.3449,-123.1733
4812 Headland Close, West Vancouver,V7W 3C2,3040,2499000,3,3,Royal Lepage Sussex,49.3449,-123.2571
2745 Skilift Place, West Vancouver,V7S 2T6,3652,2980000,3,3,Sutton Group-West Coast Realty,49.3451,-123.1841
2121 Union Court, West Vancouver,V7S 0B1,6175,6977000,6,8,Sutton Group-West Coast Realty,49.3452,-123.1698
2101 Union Court, West Vancouver,V7S 0B1,6248,5770000,6,8,Sutton Group-West Coast Realty,49.3452,-123.1698
2111 Union Court, West Vancouver,V7S 0B1,6271,6977000,5,7,Sutton Group-West Coast Realty,49.3452,-123.1698
4032 Ripple Road, West Vancouver,V7V 3K9,3193,3580000,4,3,Nu Stream Realty Inc.,49.3453,-123.2312
4030 Ripple Road, West Vancouver,V7V 3K9,3851,3880000,4,3,Nu Stream Realty Inc.,49.3453,-123.2312
3939 Viewridge Place, West Vancouver,V7V 3K7,6212,5880000,5,7,Century 21 In Town Realty,49.3457,-123.2268
730 Fairmile Road, West Vancouver,V7S 1R2,14759,36968000,8,11,Rennie & Associates Realty - Jason Soprovich,49.3463,-123.1336
4050 Ripple Place, West Vancouver,V7V 3L4,3524,5499000,5,5,RE/MAX Masters Realty,49.3463,-123.2333
790 Fairmile Road, West Vancouver,V7S 1R2,5419,7998000,5,5,Royal Pacific Realty Corp.,49.3463,-123.1336
720 Fairmile Road, West Vancouver,V7S 1R2,7609,7280000,6,6,Dracco Pacific Realty,49.3463,-123.1336
5186 Meadfeild Road, West Vancouver,V7W 3B9,2290,2349000,3,3,Macdonald Realty,49.3464,-123.2621
401 Hidhurst Place, West Vancouver,V7S 1K2,4271,3449000,5,4,Royal Lepage Sussex - John Jennings,49.3464,-123.1268
2305 Westhill Drive, West Vancouver,V7S 2Z2,5536,4490000,6,6,Sutton Group-West Coast Realty,49.3464,-123.1639
4096 Sunset Boulevard, North Vancouver,V7R 3Y8,2291,2699000,3,3,Lehomes Realty Premier,49.3465,-123.1011
4096 Sunset Boulevard, North Vancouver,V7R 3Y8,2291,2699000,3,3,Lehomes Realty Premier,49.3465,-123.1011
4062 Virginia Crescent, North Vancouver,V7R 3Z1,6199,4798000,6,7,Rennie & Associates Realty - Jason Soprovich,49.3466,-123.101
4105 Ripple Road, West Vancouver,V7V 3L1,3104,3480000,4,3,Sutton Group-West Coast Realty,49.3469,-123.2325
2336 Westhill Drive, West Vancouver,V7S 2Z5,6190,5980000,6,7,Royal Pacific Lions Gate Realty Ltd.,49.3469,-123.1646
810 Pyrford Road, West Vancouver,V7S 2A1,6835,6688000,6,8,Sutton Group-West Coast Realty,49.3469,-123.1429
905 Fairmile Road, West Vancouver,V7S 1R4,8730,8998000,8,8,Royal Pacific Lions Gate Realty Ltd.,49.3469,-123.1386
507 3101 Burfield Street, West Vancouver,V7S 3H9,1840,2880000,2,3,Royal Pacific Realty (kingsway) Ltd.,49.3471,-123.1934
508 3101 Burfield Place, West Vancouver,V7S 3H9,2525,3880000,3,4,Oakwyn Realty Ltd.,49.3471,-123.1934
2478 Westhill Court, West Vancouver,V7S 3A5,6261,5980000,5,5,Sutton Group-West Coast Realty,49.3471,-123.167
4229 Sunset Boulevard, North Vancouver,V7R 3Y7,3435,4999000,3,4,Engel & Volkers Vancouver,49.3473,-123.1048
1257 Chartwell Place, West Vancouver,V7S 2S2,4366,5498000,6,3,Royal Lepage Sussex,49.3474,-123.1498
11 5130 Ashfeild Road, West Vancouver,V7W 2X5,2531,2339000,3,3,Royal Pacific Lions Gate Realty Ltd.,49.3475,-123.2571
4708 Willow Place, West Vancouver,V7W 1C5,2696,2880000,5,3,Stilhavn Real Estate Services,49.3476,-123.2446
4702 Willow Place, West Vancouver,V7W 1C5,3088,2780000,4,3,Dracco Pacific Realty,49.3476,-123.2446
2458 Carr Lane, West Vancouver,V7S 3H5,3457,3798000,3,4,Royal Lepage Sussex,49.3476,-123.1745
5473 Monte Bre Crescent, West Vancouver,V7W 3A7,3035,3498000,3,3,Royal Pacific Realty Corp.,49.3478,-123.2598
4351 Prospect Road, North Vancouver,V7N 3L8,3761,3998000,3,4,Royal Lepage Sussex,49.3478,-123.0734
1337 Camridge Road, West Vancouver,V7S 2M7,7049,14980000,6,8,Sutton Group-West Coast Realty,49.3479,-123.161
1375 Camridge Road, West Vancouver,V7S 2M7,7307,4988000,8,9,Team 3000 Realty Ltd.,49.3479,-123.161
5360 Seaside Place, West Vancouver,V7W 3E2,5200,7580000,5,6,Pacific Evergreen Realty Ltd.,49.348,-123.2706
2690 Chelsea Court, West Vancouver,V7S 3E9,6717,7998000,6,7,Virani Real Estate Advisors,49.348,-123.189
5310 Seaside Place, West Vancouver,V7W 3E2,7029,14380000,4,6,Exp Realty,49.348,-123.2706
1345 Cammeray Road, West Vancouver,V7S 2N2,6308,5500000,5,5,Sutton Group-West Coast Realty,49.3481,-123.1589
2539 Westhill Drive, West Vancouver,V7S 3A3,6384,5880000,6,8,Nu Stream Realty Inc.,49.3481,-123.167
2533 Westhill Drive, West Vancouver,V7S 3A3,8111,10980000,6,8,Marine Vista Realty,49.3481,-123.167
920 King Georges Way, West Vancouver,V7S 1S5,4358,7880000,5,5,RE/MAX Crest Realty,49.3482,-123.1355
815 King Georges Way, West Vancouver,V7S 1S4,9110,15888000,5,8,Luxmore Realty,49.3482,-123.1355
4220 St. Georges Avenue, North Vancouver,V7N 1W9,814,3300000,2,1,Royal Lepage West Real Estate Services,49.3484,-123.0685
2228 Lythe Court, West Vancouver,V7S 3H8,4619,6680000,4,4,Yvr International Realty,49.3486,-123.1737
4050 St. Pauls Avenue, North Vancouver,V7N 1T5,3891,2595000,4,5,Stilhavn Real Estate Services,49.3489,-123.0696
4231 Chelsea Crescent, North Vancouver,V7R 3J4,5561,4495900,6,7,Engel & Volkers Vancouver,49.3489,-123.0893
2550 Westhill Drive, West Vancouver,V7S 3B7,4310,5500000,4,4,Yvr International Realty,49.3493,-123.1628
2458 Chippendale Road, West Vancouver,V7S 3J2,5304,6588000,5,7,Sutton Group-West Coast Realty,49.3494,-123.1792
428 Crestwood Avenue, North Vancouver,V7N 3C3,2298,2498000,5,3,RE/MAX Masters Realty,49.3495,-123.0809
2276 Boulder Court, West Vancouver,V7S 3J6,3265,3688000,3,5,RE/MAX Masters Realty,49.3496,-123.1715
2336 Kadlec Court, West Vancouver,V7S 3K3,5814,6880000,7,7,Sutton Group-West Coast Realty,49.3496,-123.1746
2426 Halston Court, West Vancouver,V7S 3K3,6675,14800000,5,8,Luxmore Realty,49.3496,-123.1746
2446 Halston Court, West Vancouver,V7S 3K3,7405,8280000,5,7,Sutton Group-West Coast Realty,49.3496,-123.1746
3003 Burfield Place, West Vancouver,V7S 0A9,2820,3850000,3,4,RE/MAX Masters Realty,49.3499,-123.1987
1402 Chippendale Road, West Vancouver,V7S 2N6,5761,6800000,8,7,Royal Pacific Lions Gate Realty Ltd.,49.3499,-123.1582
2968 Burfield Place, West Vancouver,V7S 0A9,6667,9880000,6,7,Sutton Group-West Coast Realty,49.3499,-123.1987
1192 Edgewood Place, North Vancouver,V7R 1Z1,4560,4150000,5,5,The Partners Real Estate,49.35,-123.1064
5450 Marine Drive, West Vancouver,V7W 2R2,5209,4700000,7,5,RE/MAX Clara Hartree,49.3501,-123.2665
5428 Marine Drive, West Vancouver,V7W 2R2,7463,12178000,5,6,Royal Pacific Lions Gate Realty Ltd.,49.3501,-123.2665
1436 Sandhurst Place, West Vancouver,V7S 2P3,11159,16880000,7,8,Royal Pacific Lions Gate Realty Ltd.,49.3502,-123.1516
1444 Sandhurst Place, West Vancouver,V7S 2P3,5287,4980000,4,5,Royal Pacific Realty Corp.,49.3502,-123.1516
1445 Sandhurst Place, West Vancouver,V7S 2P4,8120,9988000,6,8,Royal Lepage Sussex,49.3503,-123.1529
985 King Georges Way, West Vancouver,V7S 1S6,4287,6988000,5,3,Exp Realty,49.3504,-123.1464
1411 Chartwell Drive, West Vancouver,V7S 2R7,7099,8580000,6,8,Sutton Group-West Coast Realty,49.3506,-123.1531
1495 Bramwell Road, West Vancouver,V7S 2N8,7978,8890000,7,9,Royal Lepage Sussex,49.3506,-123.1584
1430 Bramwell Road, West Vancouver,V7S 2N9,10748,16880000,5,9,Luxmore Realty,49.3507,-123.1562
1418 Bramwell Road, West Vancouver,V7S 2N9,4200,4480000,6,4,Sutton Group-West Coast Realty,49.3507,-123.1562
4433 Mountain Highway, North Vancouver,V7K 2K4,4275,1999000,5,4,RE/MAX Masters Realty,49.3507,-123.0377
1424 Bramwell Road, West Vancouver,V7S 2N9,7129,14980000,7,8,Nu Stream Realty Inc.,49.3507,-123.1562
1466 Bramwell Road, West Vancouver,V7S 2N9,8903,9850000,7,7,Virani Real Estate Advisors,49.3507,-123.1562
2850 Rodgers Creek Lane, West Vancouver,V7S 0A7,3301,4980000,4,5,Marine Vista Realty,49.351,-123.1902
302 2275 Twin Creek Place, West Vancouver,V7S 3K4,3426,4498000,3,4,Royal Pacific Realty Corp.,49.351,-123.2011
1556 Errigal Place, West Vancouver,V7S 3H1,8127,7580000,6,6,Nu Stream Realty Inc.,49.351,-123.1668
1026 Eyremount Drive, West Vancouver,V7S 2B3,8680,9390000,6,8,Sincere Real Estate Services,49.3515,-123.1392
1071 Groveland Road, West Vancouver,V7S 1Z3,10291,16800000,7,8,Sunrich Realty,49.3516,-123.1395
5486 Greenleaf Road, West Vancouver,V7W 1N6,2171,1998000,3,2,Royal Lepage Sussex,49.3517,-123.2644
985 Eyremount Drive, West Vancouver,V7S 2B4,6531,7280000,7,9,Sutton Group-West Coast Realty,49.3517,-123.1351
5517 Ocean Place, West Vancouver,V7W 1N7,4903,6598000,3,4,Rennie & Associates Realty - Jason Soprovich,49.3519,-123.2663
1102 Highland Drive, West Vancouver,V7S 2H1,2294,4288000,3,3,Behroyan & Associates Real Estate Services,49.3523,-123.1448
1109 Highland Drive, West Vancouver,V7S 2H2,6021,4998000,6,5,Royal Pacific Realty Corp.,49.3524,-123.1447
1340 Crestwell Road, West Vancouver,V7S 2P2,10327,5498000,5,8,Royal Pacific Lions Gate Realty Ltd.,49.3527,-123.1491
408 Newdale Court, North Vancouver,V7N 3H4,3161,3380000,5,5,Interlink Realty,49.3527,-123.0781
1456 Chartwell Drive, West Vancouver,V7S 2S1,3545,4180000,5,4,Yvr International Realty,49.3527,-123.1537
1328 Crestwell Road, West Vancouver,V7S 2P2,6080,4398000,6,5,Luxmore Realty,49.3527,-123.1491
1462 Chartwell Drive, West Vancouver,V7S 2S1,6150,5988000,6,7,Sutton Group-West Coast Realty,49.3527,-123.1537
1110 Highland Place, West Vancouver,V7S 2H5,5380,5390000,5,6,Sutton Group-West Coast Realty,49.3529,-123.1452
905 Kenwood Road, West Vancouver,V7S 1T2,5666,5280000,7,5,RE/MAX Crest Realty,49.3529,-123.1332
5320 Meadfeild Road, West Vancouver,V7W 3E5,3496,4680000,2,3,Macdonald Realty,49.3535,-123.2552
1515 Chartwell Drive, West Vancouver,V7S 2R9,4802,4690000,5,5,88west Realty,49.3535,-123.1559
1471 Chartwell Drive, West Vancouver,V7S 2R9,7271,7280000,6,7,Sutton Group-West Coast Realty,49.3535,-123.1559
5802 Eagle Island, West Vancouver,V7W 1V5,1479,2980000,2,2,Oakwyn Realty Encore,49.3536,-123.2738
5651 Keith Road, West Vancouver,V7W 2N4,2738,2780000,3,3,RE/MAX Crest Realty,49.3536,-123.2655
5806 Eagle Island, West Vancouver,V7W 1V5,5684,5980000,5,4,Oakwyn Realty Encore,49.3536,-123.2738
1155 Eyremount Drive, West Vancouver,V7S 2C4,4159,6880000,3,4,Royal Pacific Lions Gate Realty Ltd.,49.354,-123.1509
1144 Eyremount Drive, West Vancouver,V7S 2C5,3390,3888000,5,4,Sutton Group-West Coast Realty,49.3541,-123.1439
735 St. Andrews Road, West Vancouver,V7S 1V5,8292,7988000,6,8,Royal Lepage Sussex,49.3543,-123.1327
625 St. Andrews Road, West Vancouver,V7S 1V5,9242,6998000,5,10,Rennie & Associates Realty - Jason Soprovich,49.3543,-123.1327
705 St. Andrews Road, West Vancouver,V7S 1V5,9245,2990000,6,7,RE/MAX Masters Realty,49.3543,-123.1327
4509 Marineview Crescent, North Vancouver,V7R 3P1,2207,3195000,4,3,Stilhavn Real Estate Services,49.3544,-123.0918
670 Montroyal Boulevard, North Vancouver,V7R 2G3,3596,2998800,7,5,88west Realty,49.3545,-123.0868
1110 Hillside Road, West Vancouver,V7S 2G2,8082,7480000,5,8,Royal Lepage Sussex,49.3547,-123.1401
397 Southborough Drive, West Vancouver,V7S 1M3,8305,6800000,6,10,Royal Pacific Lions Gate Realty Ltd.,49.3548,-123.1269
905 Greenwood Road, West Vancouver,V7S 1X9,2778,3780000,4,3,Behroyan & Associates Real Estate Services,49.3549,-123.1362
545 Robin Hood Road, West Vancouver,V7S 1T4,7355,9889000,5,7,Engel & Volkers Vancouver,49.3549,-123.1298
1144 Millstream Road, West Vancouver,V7S 2C9,4012,4580000,4,4,Macdonald Realty Westmar,49.3556,-123.1485
4665 Woodridge Place, West Vancouver,V7S 2X1,2988,5980000,3,1,RE/MAX Masters Realty,49.3557,-123.2446
4667 Woodridge Place, West Vancouver,V7S 2X1,8571,10200000,7,8,Angell,49.3557,-123.2446
4791 Westwood Place, West Vancouver,V7S 3C1,4481,3780000,5,5,Sutton Group-West Coast Realty,49.356,-123.253
1075 Belvedere Drive, North Vancouver,V7R 2C6,5125,4280000,7,7,Royal Pacific Lions Gate Realty Ltd.,49.3562,-123.1029
4663 Prospect Road, North Vancouver,V7N 3M1,6225,6850000,5,7,Engel & Volkers Vancouver,49.3563,-123.0802
137 Stevens Drive, West Vancouver,V7S 1C3,6595,6978600,6,7,Virani Real Estate Advisors,49.3563,-123.121
181 Stevens Drive, West Vancouver,V7S 1C3,7536,7480000,5,8,Sutton Group-West Coast Realty,49.3563,-123.121
1040 Crestline Road, West Vancouver,V7S 2E2,2620,3490000,4,3,Royal Pacific Lions Gate Realty Ltd.,49.3567,-123.1394
5725 Cranley Drive, West Vancouver,V7W 1S7,2645,2888000,4,3,Royal Pacific Realty Corp.,49.3568,-123.2643
929 Canyon Boulevard, North Vancouver,V7R 2J9,4985,4498000,6,7,Royal Lepage Sussex,49.3572,-123.0954
1129 Millstream Road, West Vancouver,V7S 2C8,2777,3888000,3,3,The Partners Real Estate,49.3574,-123.1421
